algorithm,characters,noise_rate,repetition,seed,payload_bits,redundancy_bits,overhead_ratio,flipped_bits,out_of_guarantee_words,result
secded,16,0.0,0,10160000,128,80,0.625,0,0,sin_error
secded,16,0.0,1,10160001,128,80,0.625,0,0,sin_error
secded,16,0.0,2,10160002,128,80,0.625,0,0,sin_error
secded,16,0.0,3,10160003,128,80,0.625,0,0,sin_error
secded,16,0.0,4,10160004,128,80,0.625,0,0,sin_error
secded,16,0.0,5,10160005,128,80,0.625,0,0,sin_error
secded,16,0.0,6,10160006,128,80,0.625,0,0,sin_error
secded,16,0.0,7,10160007,128,80,0.625,0,0,sin_error
secded,16,0.0,8,10160008,128,80,0.625,0,0,sin_error
secded,16,0.0,9,10160009,128,80,0.625,0,0,sin_error
secded,16,0.0,10,10160010,128,80,0.625,0,0,sin_error
secded,16,0.0,11,10160011,128,80,0.625,0,0,sin_error
secded,16,0.0,12,10160012,128,80,0.625,0,0,sin_error
secded,16,0.0,13,10160013,128,80,0.625,0,0,sin_error
secded,16,0.0,14,10160014,128,80,0.625,0,0,sin_error
secded,16,0.0,15,10160015,128,80,0.625,0,0,sin_error
secded,16,0.0,16,10160016,128,80,0.625,0,0,sin_error
secded,16,0.0,17,10160017,128,80,0.625,0,0,sin_error
secded,16,0.0,18,10160018,128,80,0.625,0,0,sin_error
secded,16,0.0,19,10160019,128,80,0.625,0,0,sin_error
secded,16,0.0,20,10160020,128,80,0.625,0,0,sin_error
secded,16,0.0,21,10160021,128,80,0.625,0,0,sin_error
secded,16,0.0,22,10160022,128,80,0.625,0,0,sin_error
secded,16,0.0,23,10160023,128,80,0.625,0,0,sin_error
secded,16,0.0,24,10160024,128,80,0.625,0,0,sin_error
secded,16,0.0,25,10160025,128,80,0.625,0,0,sin_error
secded,16,0.0,26,10160026,128,80,0.625,0,0,sin_error
secded,16,0.0,27,10160027,128,80,0.625,0,0,sin_error
secded,16,0.0,28,10160028,128,80,0.625,0,0,sin_error
secded,16,0.0,29,10160029,128,80,0.625,0,0,sin_error
secded,16,0.001,0,10161000,128,80,0.625,0,0,sin_error
secded,16,0.001,1,10161001,128,80,0.625,0,0,sin_error
secded,16,0.001,2,10161002,128,80,0.625,0,0,sin_error
secded,16,0.001,3,10161003,128,80,0.625,0,0,sin_error
secded,16,0.001,4,10161004,128,80,0.625,0,0,sin_error
secded,16,0.001,5,10161005,128,80,0.625,0,0,sin_error
secded,16,0.001,6,10161006,128,80,0.625,0,0,sin_error
secded,16,0.001,7,10161007,128,80,0.625,0,0,sin_error
secded,16,0.001,8,10161008,128,80,0.625,1,0,corregido
secded,16,0.001,9,10161009,128,80,0.625,2,0,corregido
secded,16,0.001,10,10161010,128,80,0.625,1,0,corregido
secded,16,0.001,11,10161011,128,80,0.625,3,0,ERROR doble_error_detectado
secded,16,0.001,12,10161012,128,80,0.625,0,0,sin_error
secded,16,0.001,13,10161013,128,80,0.625,0,0,sin_error
secded,16,0.001,14,10161014,128,80,0.625,0,0,sin_error
secded,16,0.001,15,10161015,128,80,0.625,0,0,sin_error
secded,16,0.001,16,10161016,128,80,0.625,0,0,sin_error
secded,16,0.001,17,10161017,128,80,0.625,1,0,corregido
secded,16,0.001,18,10161018,128,80,0.625,0,0,sin_error
secded,16,0.001,19,10161019,128,80,0.625,0,0,sin_error
secded,16,0.001,20,10161020,128,80,0.625,2,0,ERROR doble_error_detectado
secded,16,0.001,21,10161021,128,80,0.625,0,0,sin_error
secded,16,0.001,22,10161022,128,80,0.625,1,0,corregido
secded,16,0.001,23,10161023,128,80,0.625,0,0,sin_error
secded,16,0.001,24,10161024,128,80,0.625,1,0,corregido
secded,16,0.001,25,10161025,128,80,0.625,0,0,sin_error
secded,16,0.001,26,10161026,128,80,0.625,0,0,sin_error
secded,16,0.001,27,10161027,128,80,0.625,1,0,corregido
secded,16,0.001,28,10161028,128,80,0.625,0,0,sin_error
secded,16,0.001,29,10161029,128,80,0.625,0,0,sin_error
secded,16,0.01,0,10170000,128,80,0.625,0,0,sin_error
secded,16,0.01,1,10170001,128,80,0.625,0,0,sin_error
secded,16,0.01,2,10170002,128,80,0.625,3,0,corregido
secded,16,0.01,3,10170003,128,80,0.625,2,0,corregido
secded,16,0.01,4,10170004,128,80,0.625,1,0,corregido
secded,16,0.01,5,10170005,128,80,0.625,1,0,corregido
secded,16,0.01,6,10170006,128,80,0.625,1,0,corregido
secded,16,0.01,7,10170007,128,80,0.625,5,0,corregido
secded,16,0.01,8,10170008,128,80,0.625,2,0,corregido
secded,16,0.01,9,10170009,128,80,0.625,4,0,ERROR doble_error_detectado
secded,16,0.01,10,10170010,128,80,0.625,3,0,corregido
secded,16,0.01,11,10170011,128,80,0.625,1,0,corregido
secded,16,0.01,12,10170012,128,80,0.625,3,0,corregido
secded,16,0.01,13,10170013,128,80,0.625,1,0,corregido
secded,16,0.01,14,10170014,128,80,0.625,3,0,corregido
secded,16,0.01,15,10170015,128,80,0.625,0,0,sin_error
secded,16,0.01,16,10170016,128,80,0.625,1,0,corregido
secded,16,0.01,17,10170017,128,80,0.625,2,0,corregido
secded,16,0.01,18,10170018,128,80,0.625,2,0,corregido
secded,16,0.01,19,10170019,128,80,0.625,2,0,corregido
secded,16,0.01,20,10170020,128,80,0.625,0,0,sin_error
secded,16,0.01,21,10170021,128,80,0.625,0,0,sin_error
secded,16,0.01,22,10170022,128,80,0.625,3,0,corregido
secded,16,0.01,23,10170023,128,80,0.625,3,0,ERROR doble_error_detectado
secded,16,0.01,24,10170024,128,80,0.625,1,0,corregido
secded,16,0.01,25,10170025,128,80,0.625,1,0,corregido
secded,16,0.01,26,10170026,128,80,0.625,3,0,corregido
secded,16,0.01,27,10170027,128,80,0.625,1,0,corregido
secded,16,0.01,28,10170028,128,80,0.625,4,0,ERROR doble_error_detectado
secded,16,0.01,29,10170029,128,80,0.625,3,0,corregido
secded,16,0.05,0,10210000,128,80,0.625,9,0,ERROR doble_error_detectado
secded,16,0.05,1,10210001,128,80,0.625,11,0,ERROR doble_error_detectado
secded,16,0.05,2,10210002,128,80,0.625,10,1,corregido
secded,16,0.05,3,10210003,128,80,0.625,8,0,ERROR doble_error_detectado
secded,16,0.05,4,10210004,128,80,0.625,8,0,ERROR doble_error_detectado
secded,16,0.05,5,10210005,128,80,0.625,15,2,ERROR doble_error_detectado
secded,16,0.05,6,10210006,128,80,0.625,4,0,ERROR doble_error_detectado
secded,16,0.05,7,10210007,128,80,0.625,8,0,ERROR doble_error_detectado
secded,16,0.05,8,10210008,128,80,0.625,8,0,ERROR doble_error_detectado
secded,16,0.05,9,10210009,128,80,0.625,18,2,corregido
secded,16,0.05,10,10210010,128,80,0.625,15,1,ERROR doble_error_detectado
secded,16,0.05,11,10210011,128,80,0.625,6,0,ERROR doble_error_detectado
secded,16,0.05,12,10210012,128,80,0.625,11,1,corregido
secded,16,0.05,13,10210013,128,80,0.625,8,0,ERROR doble_error_detectado
secded,16,0.05,14,10210014,128,80,0.625,13,0,ERROR doble_error_detectado
secded,16,0.05,15,10210015,128,80,0.625,9,0,ERROR doble_error_detectado
secded,16,0.05,16,10210016,128,80,0.625,9,0,ERROR doble_error_detectado
secded,16,0.05,17,10210017,128,80,0.625,7,0,ERROR doble_error_detectado
secded,16,0.05,18,10210018,128,80,0.625,9,0,ERROR doble_error_detectado
secded,16,0.05,19,10210019,128,80,0.625,7,0,ERROR doble_error_detectado
secded,16,0.05,20,10210020,128,80,0.625,12,0,ERROR doble_error_detectado
secded,16,0.05,21,10210021,128,80,0.625,5,0,ERROR doble_error_detectado
secded,16,0.05,22,10210022,128,80,0.625,8,0,ERROR doble_error_detectado
secded,16,0.05,23,10210023,128,80,0.625,9,0,ERROR doble_error_detectado
secded,16,0.05,24,10210024,128,80,0.625,10,0,ERROR doble_error_detectado
secded,16,0.05,25,10210025,128,80,0.625,18,2,ERROR doble_error_detectado
secded,16,0.05,26,10210026,128,80,0.625,9,0,ERROR doble_error_detectado
secded,16,0.05,27,10210027,128,80,0.625,8,0,corregido
secded,16,0.05,28,10210028,128,80,0.625,7,1,corregido
secded,16,0.05,29,10210029,128,80,0.625,11,0,ERROR doble_error_detectado
secded,64,0.0,0,10640000,512,320,0.625,0,0,sin_error
secded,64,0.0,1,10640001,512,320,0.625,0,0,sin_error
secded,64,0.0,2,10640002,512,320,0.625,0,0,sin_error
secded,64,0.0,3,10640003,512,320,0.625,0,0,sin_error
secded,64,0.0,4,10640004,512,320,0.625,0,0,sin_error
secded,64,0.0,5,10640005,512,320,0.625,0,0,sin_error
secded,64,0.0,6,10640006,512,320,0.625,0,0,sin_error
secded,64,0.0,7,10640007,512,320,0.625,0,0,sin_error
secded,64,0.0,8,10640008,512,320,0.625,0,0,sin_error
secded,64,0.0,9,10640009,512,320,0.625,0,0,sin_error
secded,64,0.0,10,10640010,512,320,0.625,0,0,sin_error
secded,64,0.0,11,10640011,512,320,0.625,0,0,sin_error
secded,64,0.0,12,10640012,512,320,0.625,0,0,sin_error
secded,64,0.0,13,10640013,512,320,0.625,0,0,sin_error
secded,64,0.0,14,10640014,512,320,0.625,0,0,sin_error
secded,64,0.0,15,10640015,512,320,0.625,0,0,sin_error
secded,64,0.0,16,10640016,512,320,0.625,0,0,sin_error
secded,64,0.0,17,10640017,512,320,0.625,0,0,sin_error
secded,64,0.0,18,10640018,512,320,0.625,0,0,sin_error
secded,64,0.0,19,10640019,512,320,0.625,0,0,sin_error
secded,64,0.0,20,10640020,512,320,0.625,0,0,sin_error
secded,64,0.0,21,10640021,512,320,0.625,0,0,sin_error
secded,64,0.0,22,10640022,512,320,0.625,0,0,sin_error
secded,64,0.0,23,10640023,512,320,0.625,0,0,sin_error
secded,64,0.0,24,10640024,512,320,0.625,0,0,sin_error
secded,64,0.0,25,10640025,512,320,0.625,0,0,sin_error
secded,64,0.0,26,10640026,512,320,0.625,0,0,sin_error
secded,64,0.0,27,10640027,512,320,0.625,0,0,sin_error
secded,64,0.0,28,10640028,512,320,0.625,0,0,sin_error
secded,64,0.0,29,10640029,512,320,0.625,0,0,sin_error
secded,64,0.001,0,10641000,512,320,0.625,1,0,corregido
secded,64,0.001,1,10641001,512,320,0.625,2,0,corregido
secded,64,0.001,2,10641002,512,320,0.625,0,0,sin_error
secded,64,0.001,3,10641003,512,320,0.625,1,0,corregido
secded,64,0.001,4,10641004,512,320,0.625,0,0,sin_error
secded,64,0.001,5,10641005,512,320,0.625,0,0,sin_error
secded,64,0.001,6,10641006,512,320,0.625,0,0,sin_error
secded,64,0.001,7,10641007,512,320,0.625,0,0,sin_error
secded,64,0.001,8,10641008,512,320,0.625,0,0,sin_error
secded,64,0.001,9,10641009,512,320,0.625,0,0,sin_error
secded,64,0.001,10,10641010,512,320,0.625,1,0,corregido
secded,64,0.001,11,10641011,512,320,0.625,0,0,sin_error
secded,64,0.001,12,10641012,512,320,0.625,1,0,corregido
secded,64,0.001,13,10641013,512,320,0.625,1,0,corregido
secded,64,0.001,14,10641014,512,320,0.625,3,0,corregido
secded,64,0.001,15,10641015,512,320,0.625,0,0,sin_error
secded,64,0.001,16,10641016,512,320,0.625,1,0,corregido
secded,64,0.001,17,10641017,512,320,0.625,0,0,sin_error
secded,64,0.001,18,10641018,512,320,0.625,2,0,corregido
secded,64,0.001,19,10641019,512,320,0.625,1,0,corregido
secded,64,0.001,20,10641020,512,320,0.625,2,0,corregido
secded,64,0.001,21,10641021,512,320,0.625,0,0,sin_error
secded,64,0.001,22,10641022,512,320,0.625,0,0,sin_error
secded,64,0.001,23,10641023,512,320,0.625,0,0,sin_error
secded,64,0.001,24,10641024,512,320,0.625,1,0,corregido
secded,64,0.001,25,10641025,512,320,0.625,3,0,ERROR doble_error_detectado
secded,64,0.001,26,10641026,512,320,0.625,2,0,corregido
secded,64,0.001,27,10641027,512,320,0.625,5,0,corregido
secded,64,0.001,28,10641028,512,320,0.625,0,0,sin_error
secded,64,0.001,29,10641029,512,320,0.625,2,0,corregido
secded,64,0.01,0,10650000,512,320,0.625,11,0,ERROR doble_error_detectado
secded,64,0.01,1,10650001,512,320,0.625,11,0,ERROR doble_error_detectado
secded,64,0.01,2,10650002,512,320,0.625,4,0,corregido
secded,64,0.01,3,10650003,512,320,0.625,10,0,corregido
secded,64,0.01,4,10650004,512,320,0.625,5,0,corregido
secded,64,0.01,5,10650005,512,320,0.625,3,0,corregido
secded,64,0.01,6,10650006,512,320,0.625,6,0,corregido
secded,64,0.01,7,10650007,512,320,0.625,11,0,ERROR doble_error_detectado
secded,64,0.01,8,10650008,512,320,0.625,9,0,ERROR doble_error_detectado
secded,64,0.01,9,10650009,512,320,0.625,7,0,corregido
secded,64,0.01,10,10650010,512,320,0.625,4,0,ERROR doble_error_detectado
secded,64,0.01,11,10650011,512,320,0.625,9,0,corregido
secded,64,0.01,12,10650012,512,320,0.625,5,0,corregido
secded,64,0.01,13,10650013,512,320,0.625,10,0,ERROR doble_error_detectado
secded,64,0.01,14,10650014,512,320,0.625,6,0,corregido
secded,64,0.01,15,10650015,512,320,0.625,9,0,corregido
secded,64,0.01,16,10650016,512,320,0.625,7,0,corregido
secded,64,0.01,17,10650017,512,320,0.625,12,0,ERROR doble_error_detectado
secded,64,0.01,18,10650018,512,320,0.625,11,0,ERROR doble_error_detectado
secded,64,0.01,19,10650019,512,320,0.625,5,0,ERROR doble_error_detectado
secded,64,0.01,20,10650020,512,320,0.625,9,0,ERROR doble_error_detectado
secded,64,0.01,21,10650021,512,320,0.625,10,0,corregido
secded,64,0.01,22,10650022,512,320,0.625,10,0,ERROR doble_error_detectado
secded,64,0.01,23,10650023,512,320,0.625,8,0,corregido
secded,64,0.01,24,10650024,512,320,0.625,3,0,corregido
secded,64,0.01,25,10650025,512,320,0.625,8,0,corregido
secded,64,0.01,26,10650026,512,320,0.625,8,0,corregido
secded,64,0.01,27,10650027,512,320,0.625,8,0,corregido
secded,64,0.01,28,10650028,512,320,0.625,10,0,corregido
secded,64,0.01,29,10650029,512,320,0.625,14,0,ERROR doble_error_detectado
secded,64,0.05,0,10690000,512,320,0.625,44,5,ERROR doble_error_detectado
secded,64,0.05,1,10690001,512,320,0.625,41,1,ERROR doble_error_detectado
secded,64,0.05,2,10690002,512,320,0.625,31,0,ERROR doble_error_detectado
secded,64,0.05,3,10690003,512,320,0.625,38,2,ERROR doble_error_detectado
secded,64,0.05,4,10690004,512,320,0.625,28,0,ERROR doble_error_detectado
secded,64,0.05,5,10690005,512,320,0.625,47,1,ERROR doble_error_detectado
secded,64,0.05,6,10690006,512,320,0.625,48,3,ERROR doble_error_detectado
secded,64,0.05,7,10690007,512,320,0.625,31,0,ERROR doble_error_detectado
secded,64,0.05,8,10690008,512,320,0.625,44,1,ERROR doble_error_detectado
secded,64,0.05,9,10690009,512,320,0.625,41,1,ERROR doble_error_detectado
secded,64,0.05,10,10690010,512,320,0.625,54,1,ERROR doble_error_detectado
secded,64,0.05,11,10690011,512,320,0.625,49,0,ERROR doble_error_detectado
secded,64,0.05,12,10690012,512,320,0.625,49,4,ERROR doble_error_detectado
secded,64,0.05,13,10690013,512,320,0.625,43,2,ERROR doble_error_detectado
secded,64,0.05,14,10690014,512,320,0.625,41,2,ERROR doble_error_detectado
secded,64,0.05,15,10690015,512,320,0.625,44,3,ERROR doble_error_detectado
secded,64,0.05,16,10690016,512,320,0.625,46,0,ERROR doble_error_detectado
secded,64,0.05,17,10690017,512,320,0.625,36,1,ERROR doble_error_detectado
secded,64,0.05,18,10690018,512,320,0.625,50,1,ERROR doble_error_detectado
secded,64,0.05,19,10690019,512,320,0.625,47,3,ERROR doble_error_detectado
secded,64,0.05,20,10690020,512,320,0.625,43,1,ERROR doble_error_detectado
secded,64,0.05,21,10690021,512,320,0.625,38,2,ERROR doble_error_detectado
secded,64,0.05,22,10690022,512,320,0.625,44,1,ERROR doble_error_detectado
secded,64,0.05,23,10690023,512,320,0.625,45,2,ERROR doble_error_detectado
secded,64,0.05,24,10690024,512,320,0.625,46,3,ERROR doble_error_detectado
secded,64,0.05,25,10690025,512,320,0.625,33,2,ERROR doble_error_detectado
secded,64,0.05,26,10690026,512,320,0.625,41,1,ERROR doble_error_detectado
secded,64,0.05,27,10690027,512,320,0.625,51,4,ERROR doble_error_detectado
secded,64,0.05,28,10690028,512,320,0.625,35,1,ERROR doble_error_detectado
secded,64,0.05,29,10690029,512,320,0.625,45,1,ERROR doble_error_detectado
secded,256,0.0,0,12560000,2048,1280,0.625,0,0,sin_error
secded,256,0.0,1,12560001,2048,1280,0.625,0,0,sin_error
secded,256,0.0,2,12560002,2048,1280,0.625,0,0,sin_error
secded,256,0.0,3,12560003,2048,1280,0.625,0,0,sin_error
secded,256,0.0,4,12560004,2048,1280,0.625,0,0,sin_error
secded,256,0.0,5,12560005,2048,1280,0.625,0,0,sin_error
secded,256,0.0,6,12560006,2048,1280,0.625,0,0,sin_error
secded,256,0.0,7,12560007,2048,1280,0.625,0,0,sin_error
secded,256,0.0,8,12560008,2048,1280,0.625,0,0,sin_error
secded,256,0.0,9,12560009,2048,1280,0.625,0,0,sin_error
secded,256,0.0,10,12560010,2048,1280,0.625,0,0,sin_error
secded,256,0.0,11,12560011,2048,1280,0.625,0,0,sin_error
secded,256,0.0,12,12560012,2048,1280,0.625,0,0,sin_error
secded,256,0.0,13,12560013,2048,1280,0.625,0,0,sin_error
secded,256,0.0,14,12560014,2048,1280,0.625,0,0,sin_error
secded,256,0.0,15,12560015,2048,1280,0.625,0,0,sin_error
secded,256,0.0,16,12560016,2048,1280,0.625,0,0,sin_error
secded,256,0.0,17,12560017,2048,1280,0.625,0,0,sin_error
secded,256,0.0,18,12560018,2048,1280,0.625,0,0,sin_error
secded,256,0.0,19,12560019,2048,1280,0.625,0,0,sin_error
secded,256,0.0,20,12560020,2048,1280,0.625,0,0,sin_error
secded,256,0.0,21,12560021,2048,1280,0.625,0,0,sin_error
secded,256,0.0,22,12560022,2048,1280,0.625,0,0,sin_error
secded,256,0.0,23,12560023,2048,1280,0.625,0,0,sin_error
secded,256,0.0,24,12560024,2048,1280,0.625,0,0,sin_error
secded,256,0.0,25,12560025,2048,1280,0.625,0,0,sin_error
secded,256,0.0,26,12560026,2048,1280,0.625,0,0,sin_error
secded,256,0.0,27,12560027,2048,1280,0.625,0,0,sin_error
secded,256,0.0,28,12560028,2048,1280,0.625,0,0,sin_error
secded,256,0.0,29,12560029,2048,1280,0.625,0,0,sin_error
secded,256,0.001,0,12561000,2048,1280,0.625,4,0,corregido
secded,256,0.001,1,12561001,2048,1280,0.625,4,0,corregido
secded,256,0.001,2,12561002,2048,1280,0.625,6,0,corregido
secded,256,0.001,3,12561003,2048,1280,0.625,4,0,corregido
secded,256,0.001,4,12561004,2048,1280,0.625,4,0,corregido
secded,256,0.001,5,12561005,2048,1280,0.625,2,0,corregido
secded,256,0.001,6,12561006,2048,1280,0.625,3,0,corregido
secded,256,0.001,7,12561007,2048,1280,0.625,2,0,corregido
secded,256,0.001,8,12561008,2048,1280,0.625,2,0,corregido
secded,256,0.001,9,12561009,2048,1280,0.625,3,0,corregido
secded,256,0.001,10,12561010,2048,1280,0.625,3,0,corregido
secded,256,0.001,11,12561011,2048,1280,0.625,5,0,corregido
secded,256,0.001,12,12561012,2048,1280,0.625,6,0,corregido
secded,256,0.001,13,12561013,2048,1280,0.625,2,0,corregido
secded,256,0.001,14,12561014,2048,1280,0.625,6,0,corregido
secded,256,0.001,15,12561015,2048,1280,0.625,3,0,corregido
secded,256,0.001,16,12561016,2048,1280,0.625,3,0,corregido
secded,256,0.001,17,12561017,2048,1280,0.625,1,0,corregido
secded,256,0.001,18,12561018,2048,1280,0.625,3,0,corregido
secded,256,0.001,19,12561019,2048,1280,0.625,2,0,corregido
secded,256,0.001,20,12561020,2048,1280,0.625,2,0,corregido
secded,256,0.001,21,12561021,2048,1280,0.625,3,0,corregido
secded,256,0.001,22,12561022,2048,1280,0.625,2,0,corregido
secded,256,0.001,23,12561023,2048,1280,0.625,4,0,corregido
secded,256,0.001,24,12561024,2048,1280,0.625,3,0,corregido
secded,256,0.001,25,12561025,2048,1280,0.625,5,0,corregido
secded,256,0.001,26,12561026,2048,1280,0.625,3,0,corregido
secded,256,0.001,27,12561027,2048,1280,0.625,5,0,corregido
secded,256,0.001,28,12561028,2048,1280,0.625,5,0,corregido
secded,256,0.001,29,12561029,2048,1280,0.625,5,0,corregido
secded,256,0.01,0,12570000,2048,1280,0.625,25,0,corregido
secded,256,0.01,1,12570001,2048,1280,0.625,24,0,ERROR doble_error_detectado
secded,256,0.01,2,12570002,2048,1280,0.625,29,0,ERROR doble_error_detectado
secded,256,0.01,3,12570003,2048,1280,0.625,35,0,ERROR doble_error_detectado
secded,256,0.01,4,12570004,2048,1280,0.625,37,0,ERROR doble_error_detectado
secded,256,0.01,5,12570005,2048,1280,0.625,47,0,ERROR doble_error_detectado
